,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
2254,CARR,PPL,WEC,RTX,UPS,AZO,CDW,FTNT,SBUX,CCL,KMX,IEX,CTAS,RL,UAL
2255,FFIV,BLL,JKHY,TXT,HRL,BIO,PRU,T,PAYC,CNC,BSX,JPM,FAST,CVX,MCK
2256,LYV,BEN,L,LKQ,AMD,PWR,TPR,AES,WHR,SRE,NFLX,MET,COF,BFB,WM
2257,SWK,GS,ABC,ORLY,BBY,WST,SEE,PEAK,CTRA,HII,MCK,TXN,ADSK,EA,IFF
2258,AME,WFC,TMUS,CMI,IPG,FBHS,ALB,MRNA,ANTM,PPG,ORCL,FE,TAP,EFX,WRB
2259,APD,EPAM,PARA,EXPD,ETR,BRO,LW,AAL,CL,CSX,WYNN,MCO,CDW,NOC,COP
2260,RJF,LVS,MHK,WRK,SYY,WHR,CF,WRK,ADP,FCX,CPRT,LHX,RL,AFL,ANET
2261,WRK,CERN,MDLZ,FTNT,FAST,CHTR,PFG,OKE,CMS,EVRG,KLAC,WELL,MTB,DUK,D
2262,IR,NVDA,NEM,HWM,MTCH,TMUS,IR,HES,INCY,SCHW,LEN,LEN,CAG,NOW,ATVI
2263,ETSY,FB,LUMN,BBY,FANG,CME,CTRA,VRSN,CNC,PH,NXPI,AMZN,FBHS,MRNA,A
2264,FOX,TDY,PCAR,AVGO,ENPH,TSLA,UA,CBRE,MCD,PPG,FTV,ZION,AVGO,SRE,NWL
2265,LEN,AON,EIX,ADI,CTVA,FDX,PSX,DLTR,ATO,CPRT,NWL,BBWI,YUM,RJF,TXN
2266,HCA,HCA,KMI,FCX,NKE,OXY,AEP,ISRG,HUM,CLX,ADSK,EQIX,A,CDW,NWSA
2267,TYL,KEY,NKE,IPG,LEN,MDLZ,D,CHRW,EFX,ILMN,BKNG,MAA,CCL,DLTR,NTAP
2268,TT,ABBV,PLD,HUM,LHX,BAX,ADI,CF,ALGN,NRG,PFG,CSX,SRE,ADP,EQR
2269,CINF,USD,AMD,DG,EBAY,ULTA,BSX,PYPL,PVH,NDSN,ADM,NTRS,T,FDS,CINF
2270,ANSS,CFG,APTV,SIVB,CMA,ACN,DXCM,MRO,ADSK,OGN,ETN,LW,FDS,BFB,HPQ
2271,VLO,NFLX,ES,CHD,AIZ,ABC,GOOGL,AMAT,NEM,QCOM,CAH,ZBRA,EXC,GL,ED
2272,FITB,MAA,MS,XYL,FE,CVS,FAST,AVB,WHR,SO,EQR,EPAM,AAPL,OTIS,TDG
2273,IFF,BAX,ITW,HSY,ANTM,PEG,AAPL,TJX,CI,NWSA,GRMN,NOC,FOX,A,NTAP
2274,KIM,AOS,DFS,CARR,FLT,HII,NXPI,MSFT,IT,SLB,RE,ETR,CTLT,PENN,UA
2275,CNC,TMUS,PM,ZTS,PSX,AMGN,CDW,BXP,FRC,SBAC,ULTA,WRB,PG,ED,EQR
2276,DFS,HSY,DLTR,URI,NOW,WRK,TXN,GD,MSFT,CERN,FDS,HPE,INTC,MRK,LHX
2277,BK,APA,STT,SWK,SBAC,KIM,CARR,LDOS,APA,NWSA,SWKS,RJF,ANET,SBUX,EL
2278,KMX,CARR,LW,MU,J,BWA,IPG,NVR,ACN,TXN,UA,CTRA,FDX,XEL,VMC
2279,ADI,TYL,KO,ADSK,HD,TMUS,AJG,ZBH,CMI,MMM,BWA,NLOK,NFLX,EFX,NI
2280,HAS,VZ,MDT,EIX,NTAP,ETSY,MAA,K,HPE,DHI,HBAN,BA,OTIS,ES,PTC
2281,TROW,CCI,QRVO,ITW,BFB,FANG,BK,FE,TEL,FCX,TEL,FIS,ACN,COO,HSY
2282,CCL,ROP,AMT,NWS,MCD,FITB,TTWO,DE,JPM,DG,IDXX,HWM,COP,BRKB,UA
2283,JCI,CMS,EQR,AFL,TT,ANET,DE,PM,CTVA,KMB,PFG,APD,LYV,PAYX,PARA
2284,CE,SO,PCAR,STX,TPR,CBRE,DXCM,ORCL,CTSH,CMG,FB,WDC,INTC,NRG,XOM
2285,CHRW,DXC,ARE,EOG,DIS,YUM,BAC,KHC,QRVO,ALLE,LEN,RF,CCI,ESS,ANSS
2286,ILMN,MAA,AIG,CL,CHD,OGN,EA,RL,MPC,AEP,HON,INCY,MO,PTC,NWS
2287,AMAT,MOS,JNJ,FISV,VRTX,ALK,PH,DXC,FANG,DVA,RL,LYV,WM,XOM,RE
2288,CLX,EBAY,NRG,JKHY,EOG,LMT,TMO,ES,MPWR,PGR,CRL,BRO,ACN,GIS,ZBH
2289,GD,USB,CDAY,BRKB,VRSK,HST,ISRG,DXCM,CPT,CHTR,HUM,ABBV,ORLY,AOS,IPG
2290,MSI,CRM,MHK,EMN,BSX,OMC,DGX,ADP,CTVA,NVDA,ADSK,LH,FRT,F,MOS
2291,XYL,WMT,VNO,RJF,CPT,XEL,LEN,FOXA,IFF,AME,NEE,UAA,EL,DXC,REG
2292,WBD,APTV,T,PH,JCI,MAR,MPWR,ROK,ITW,IQV,LUV,CBOE,BWA,ALGN,EFX
2293,CB,TFC,AVB,ETN,PSX,OXY,CAH,WAB,BLK,AEE,AIZ,ETSY,TXT,CLX,MAR
2294,T,HSY,GD,VTR,LIN,ODFL,NWS,RTX,KMB,ORCL,EFX,CL,BEN,AMD,DVN
2295,ROK,HSIC,RSG,AAPL,MTB,CERN,PSX,MSI,WMT,FITB,WMB,VLO,IPGP,GIS,PAYC
2296,FE,KMB,MSCI,NLSN,JBHT,MOS,SWK,CAH,BDX,KR,CPB,CTAS,NTRS,AMP,PKG
2297,NXPI,CPB,ORLY,KEY,AFL,AME,NXPI,XOM,DUK,YUM,TRMB,ZTS,EQIX,WDC,MPC
2298,SYK,NUE,VLO,IRM,AIZ,ABBV,DG,APH,REGN,MCK,OGN,AXP,BMY,IRM,KR
2299,GRMN,NLSN,ECL,HPE,CTAS,DRE,VTRS,PSA,SBUX,EOG,BR,ANTM,EQIX,KMB,AVY
2300,BFB,WDC,PSA,CLX,ADM,TSCO,HSY,BKR,CNC,BSX,ACN,NFLX,MKC,TRMB,PWR
2301,PKG,CI,BRO,UAL,CAG,DD,DXCM,BEN,ADM,ADP,APH,IPG,CSX,CPB,BXP
2302,STX,UAA,TJX,EMN,TSLA,CMA,MMM,HPE,RCL,MU,AEP,GPC,POOL,AMAT,EXPD
2303,HSY,AKAM,NXPI,COO,NVDA,CPT,SIVB,EQIX,K,MTCH,URI,COST,AEP,HRL,PGR
2304,TSN,RSG,WYNN,LUV,VNO,ALB,VTRS,CTRA,HON,ITW,BIO,IT,ILMN,AZO,CFG
2305,PNW,PLD,EMN,TMUS,KR,KIM,IEX,ZBRA,IP,CDAY,AEE,ROST,CHRW,RTX,NXPI
2306,PWR,JNJ,CMI,PCAR,PEAK,IT,ORLY,BBWI,LEN,MTB,STZ,HST,NLOK,WFC,PH
2307,ITW,CBOE,BA,IR,MLM,ISRG,CAH,J,EQR,ANET,UNH,ARE,WMB,ACN,EL
2308,MPWR,KEYS,EMR,PYPL,NOC,GWW,ORCL,RMD,BRO,MDLZ,CDNS,KMI,CERN,WRB,MCO
2309,CTRA,VRTX,VLO,COF,MNST,SWK,NVR,EFX,WFC,ROK,PARA,FMC,INTC,CMA,GPC
2310,LYV,HPE,AMGN,CAG,TRMB,TMUS,PH,SYK,ANSS,NFLX,HAS,HII,AVB,WFC,ACN
2311,DG,GS,POOL,ARE,PENN,PPL,MAS,OTIS,RHI,WFC,WHR,ULTA,VRSN,WTW,SHW
2312,TER,PHM,TROW,CPT,WHR,GRMN,KMX,CVX,CTVA,SBUX,ANSS,DLR,DHI,SPG,O
2313,MTD,FITB,MSI,PCAR,TYL,VRTX,FAST,HOLX,IFF,SBNY,KIM,UA,XEL,DXC,HSY
2314,WY,DE,ADBE,OMC,LH,MCK,NI,AME,ACN,INTC,ES,CDNS,FANG,EVRG,CMI
2315,TPR,MTCH,CBRE,L,GNRC,TMUS,HES,ECL,CMCSA,ILMN,PARA,GE,CF,ORCL,T
2316,NWSA,FISV,ZTS,O,BMY,WRB,T,COO,AOS,HUM,HON,PNR,AON,STX,NDSN
2317,NEM,BIO,MS,BFB,CHRW,EMR,VRTX,WELL,AZO,AVB,URI,MTD,MAS,AMCR,BBWI
2318,VZ,DVA,CLX,BWA,STX,DISH,ADSK,J,AJG,MTCH,NWL,LLY,STE,AMGN,PFG
2319,FOXA,FOX,CAT,TGT,MOH,UAL,CMI,ILMN,REG,LH,MS,AIG,FITB,FE,SYK
2320,DGX,DISH,ZBRA,IR,DISH,A,NTAP,DHR,NRG,GPC,TMO,PNW,TXN,FRT,PH
2321,HON,TGT,GPC,HSY,TSCO,BEN,SPGI,AZO,MCO,BDX,PNC,TDY,TER,LOW,SYY
2322,WMB,PXD,CVX,FITB,FAST,SNA,GE,DRE,AMAT,NUE,GL,FMC,CAG,APD,URI
2323,WEC,LEN,HON,PSX,SNA,BAX,LUMN,LYV,ADP,MS,COO,JPM,EOG,TDY,ROST
2324,AZO,GD,UBFUT,EMR,TAP,EVRG,BRO,CPRT,FBHS,FAST,ADP,CDAY,IPGP,CAG,UA
2325,CTSH,STE,GD,LW,ROL,IBM,K,PEG,ANTM,XEL,WST,DFS,EXPE,HPQ,TDG
2326,EMR,OGN,PPL,GL,CMS,MPC,YUM,KMX,TSCO,SJM,ALK,ZTS,MAA,EXPD,L
2327,AMT,CMG,ETR,JNPR,APH,NLSN,OMC,UPS,APD,TGT,FOX,CDNS,DXC,ORLY,HIG
2328,CTRA,AKAM,AEE,HPQ,XOM,TWTR,BFB,TGT,XEL,LNT,GRMN,CINF,PEAK,CRL,HII
2329,NRG,ENPH,YUM,EMN,RL,UAL,EXPE,NUE,AEE,DRI,MPWR,RSG,BLK,XRAY,CE
2330,UAA,FRC,TSLA,AVB,HPQ,HWM,NUE,NEM,UPS,HAS,O,CTRA,LYB,ORCL,SLB
2331,PRU,BBY,MCK,AMCR,LNC,ITW,AMAT,HPE,FTV,EQR,IQV,ALB,RCL,HLT,FDX
2332,C,ED,CTRA,RSG,LLY,ZION,GWW,WMB,CTSH,BKR,EXPD,UNP,UA,CMG,MS
2333,HST,AAPL,BAX,FTNT,NFLX,ILMN,PSX,INTU,TEL,LIN,TXN,MCK,WBA,CTRA,CTAS
2334,FLT,SEE,NOW,NSC,MCO,SBNY,DGX,INTU,LW,FCX,TMUS,NDSN,CAH,TMUS,SBUX
2335,GRMN,INTU,KMI,FOX,OMC,MAA,JCI,KLAC,BMY,L,EXPD,MS,AJG,CB,NOW
2336,CVX,CMS,DVN,SYF,GNRC,BR,RE,REG,ICE,CNP,IBM,PNR,APA,YUM,BSX
2337,L,MCK,PG,BR,EVRG,DRE,T,EVRG,FRT,CDW,NEE,EXPD,SYK,HOLX,COF
2338,EVRG,RE,NLSN,AIG,ESS,KMI,NDSN,ALB,FTV,AMT,RTX,ADP,FMC,CRM,ILMN
2339,FB,CPT,ES,MNST,REG,HST,NWSA,NVR,PCAR,CHTR,BAC,HBAN,MMM,SJM,TEL
2340,FB,MA,INTU,HAL,PG,AVGO,ACN,BK,WELL,EL,ADSK,CSCO,SEE,PEP,EW
2341,SIVB,TT,VRTX,MS,DUK,C,GILD,BFB,BWA,EW,LUV,HCA,CMI,DIS,URI
2342,PPL,PRU,JNJ,AMGN,CBRE,EQR,CCI,LIN,IDXX,PFE,PAYX,WAT,CPRT,EMN,VFC
2343,CI,XTSLA,CPB,ZTS,LVS,AMZN,STZ,ZION,HAL,LNT,PHM,ATO,MET,SPG,FANG
2344,URI,DISH,ORLY,BRO,LVS,NWL,NLOK,BSX,VRSK,NDAQ,ICE,JNJ,SIVB,F,UPS
2345,VTRS,KO,SO,PNC,NSC,MTB,RL,PSX,BIIB,IBM,BBWI,ROK,WRK,LYB,MOS
2346,BK,HPE,PGR,AJG,TTWO,HSY,VRSK,OMC,ODFL,MKTX,SYY,A,TECH,DLTR,XEL
2347,SYY,O,ITW,PEG,KEYS,GIS,ROL,PWR,FTNT,CME,ZION,EQR,DRE,CTSH,KO
2348,SLB,HWM,FISV,AVB,DTE,CMI,SBAC,EOG,LH,FIS,NOC,ORCL,GPN,CL,NLOK
2349,MTD,ROP,LIN,HWM,CHD,GPC,MSCI,NOW,RHI,PKG,PNR,CI,ABC,SCHW,CMG
2350,PM,IPG,BSX,VNO,EVRG,UA,MGM,PEG,DVN,RMD,AMGN,HSY,CCL,RL,FAST
2351,HAS,WRB,O,INCY,CE,TJX,DOV,TSCO,UPS,AMCR,UAA,CMG,MAR,PAYC,AEP
2352,FTNT,LDOS,AMAT,CLX,OXY,VZ,L,ED,ULTA,ICE,UAL,MOS,TSCO,BLK,ABBV
2353,BXP,WDC,NDAQ,FANG,GIS,BXP,AMCR,WMB,PNC,MDT,CZR,D,ROL,ADP,AVGO
2354,TAP,SLB,ORCL,BIIB,AMAT,KEY,A,NI,TDY,TSN,TJX,TMUS,ORCL,MCO,MPC
2355,EW,MGM,IPG,ADI,JCI,DIS,SYK,EMN,DG,SPG,EMR,URI,CCI,HCA,WST
2356,GNRC,KMB,CDNS,ALGN,IDXX,HAS,LEN,WEC,MCD,PM,INCY,HLT,LYV,TMUS,YUM
2357,WELL,RHI,NXPI,GPN,EBAY,CCL,IR,QRVO,GOOGL,CPB,PH,SNPS,DTE,BSX,QRVO
2358,AIZ,VMC,MSCI,WAT,CRL,VLO,ENPH,MPC,MCK,AMP,O,NWS,CAT,LNC,CCL
2359,LLY,BBWI,CB,NEM,MAS,NI,XRAY,GRMN,RTX,XOM,AWK,CHRW,MSFT,ETR,CHTR
2360,TER,APA,CAH,NDSN,DG,REGN,UAL,MDT,FMC,CSX,RF,TER,INCY,FMC,ODFL
2361,IPG,PFE,MPC,APA,AZO,SYY,ADP,ADP,RCL,MET,TTWO,EQR,CERN,PPL,HST
2362,NOW,CPT,CE,CTRA,MPWR,ETN,UNP,ES,PLD,L,ADP,LNT,HSIC,MSI,WRK
2363,ALL,PKI,ZION,PNR,MTCH,CARR,IRM,NRG,KEYS,DLR,BXP,SBUX,OTIS,VZ,XEL
2364,TSLA,COP,MKC,BRKB,AKAM,AES,LUV,CMG,OMC,WHR,PKI,KLAC,CB,BBY,ORCL
2365,BIIB,ATO,RSG,MKC,EIX,MS,DLTR,CAG,PHM,ZBRA,BBWI,LLY,LOW,TXT,K
2366,FTV,TWTR,TMO,IDXX,EPAM,NLOK,GPN,MOS,HWM,KO,WMB,APTV,AMZN,DGX,WST
2367,IQV,ITW,UNP,XTSLA,AWK,GPN,ODFL,NOW,PYPL,ORLY,BKNG,MTD,RJF,ECL,PNC
2368,LH,TJX,DLR,UNH,LNT,BA,ALB,UAL,TFC,MRNA,BR,ZTS,MA,MCK,STZ
2369,ODFL,DHR,ABC,AOS,MCK,MAA,WBD,MET,IPGP,SBNY,CZR,MOS,JNPR,APTV,GM
2370,TGT,TFX,DISH,HES,ABMD,JNPR,MSFT,JPM,CHD,ARE,NDSN,PVH,DTE,ANET,FE
2371,WMT,SYK,KR,DRE,HD,AVGO,CRM,NVR,UNP,MGM,FDS,PHM,LOW,CCI,AMT
2372,DG,BBWI,LYV,QRVO,DRE,SEE,BEN,IFF,HWM,HPQ,FCX,LNT,STE,CTSH,TJX
2373,CPT,ALLE,PNC,MTB,TRMB,IRM,WRB,WRB,BEN,NVR,NWSA,CMS,CMCSA,PPL,CHD
2374,OXY,CHTR,IEX,LKQ,NVDA,GOOG,AFL,PG,ECL,ABBV,NVDA,CTLT,CNP,HPE,CMA
2375,DVN,AES,NWL,IQV,CINF,CPT,RE,PENN,CRM,KEYS,VMC,WELL,STE,CMI,GPN
2376,TTWO,NVR,AVGO,HPE,AKAM,LYV,QRVO,IT,RCL,MSI,AOS,MKTX,OKE,GILD,UAA
2377,PKI,DVN,ROST,F,AAL,EMN,RMD,USD,ADSK,MU,HES,CTXS,DFS,CMA,BRKB
2378,KHC,ODFL,UHS,GL,FITB,CTXS,HON,EVRG,AMZN,TDY,WELL,AAL,FIS,LUMN,NI
2379,QCOM,AEE,NRG,EL,SRE,VRTX,TER,GL,EXPE,BDX,XYL,MKTX,HSY,APA,CCL
2380,USD,CEG,COO,TDG,INTC,JBHT,EVRG,ABT,PCAR,ISRG,SPG,MNST,HSIC,FRT,SRE
2381,CE,GRMN,JCI,ILMN,SPGI,MSCI,NOC,TFC,IRM,XYL,CCI,MMC,CCL,ROP,CTXS
2382,SNPS,APTV,ULTA,FITB,D,OXY,LKQ,CCL,SPGI,MPC,OGN,KLAC,MAR,HUM,MS
2383,PNC,IFF,KEYS,BDX,MLM,EL,RSG,COO,KHC,NUE,PG,O,COP,EXR,GS
2384,APD,AVY,BAC,CEG,MRNA,ZBH,PWR,CMS,ABBV,ABMD,BAX,WM,NLOK,NCLH,MRK
2385,ESS,MTD,PG,ECL,CPRT,DXCM,XTSLA,EXC,ALGN,MO,ZTS,CI,HWM,AMCR,HON
2386,UNH,USB,IRM,NVR,VRSK,EXPD,MRK,CHTR,EW,ABC,MOS,IR,FAST,SEDG,NUE
2387,CRM,CAT,LNT,JPM,SWK,PRU,LIN,CRM,ZBH,COF,EA,UPS,ALB,L,FCX
2388,JPM,STZ,NOW,ESS,ORCL,ATO,ETSY,FTV,INTU,PFE,SEE,HES,NFLX,NLOK,ES
2389,SBUX,COP,KO,PEG,DHR,LRCX,NCLH,ADSK,CMA,PCAR,WBA,DHR,TMUS,TSLA,UNH
2390,AJG,GE,AXP,GM,UA,BKR,LLY,TXN,TT,TWTR,CF,DHI,HCA,ALB,MCD
2391,SLB,IPG,ZION,HOLX,V,BLL,ROK,USB,PSA,NRG,GWW,FIS,COST,PH,BA
2392,RE,AZO,EL,PNW,A,DISH,STZ,MA,TYL,PENN,EOG,DISH,EL,PM,SHW
2393,CMCSA,EMR,OTIS,SPGI,USD,AFL,ISRG,USB,CERN,NVR,HII,LOW,TSN,GRMN,JNJ
2394,SPG,LHX,XYL,QCOM,WMB,APH,HD,AJG,GOOG,HD,HAL,EPAM,HLT,MOH,CMA
2395,CHD,ROP,SPGI,AMT,MRO,WELL,HPQ,USB,SO,CHRW,CFG,KHC,COF,NWS,IR
2396,ADSK,CL,ROST,KMB,TDG,GLW,NWS,LLY,TRV,BBWI,OGN,GILD,OMC,OMC,SLB
2397,INTC,AMZN,NEE,PGR,WEC,BIIB,COST,UDR,FCX,CVS,LW,AME,HES,NWL,MKC
2398,MAS,GL,AAPL,CHTR,WYNN,PEAK,ABBV,CZR,OKE,AKAM,LW,MAA,HCA,COO,LDOS
2399,CARR,GILD,HAL,TGT,NKE,RE,CNP,TXT,ABMD,VTR,ORCL,CLX,LMT,KLAC,LDOS
2400,CBOE,SWKS,GOOGL,NOW,ZION,F,KMB,GRMN,PVH,AEP,MTCH,KLAC,NWSA,WTW,CRM
2401,ANET,PNC,IFF,MSI,WEC,KEYS,CPRT,LNC,F,NKE,EPAM,BIO,CINF,VRSK,BKR
2402,BIO,VTRS,MCO,RL,VFC,DHR,CINF,WTW,AZO,JNPR,XTSLA,HSY,J,MSFT,MGM
2403,STE,KMI,MRNA,AVGO,TMUS,IQV,XOM,NTRS,HSIC,RTX,PH,RCL,BDX,AVY,MRO
2404,NWSA,GOOG,MKTX,ISRG,DTE,CMS,PHM,TTWO,HOLX,NTRS,PYPL,SO,UAL,AEE,XTSLA
2405,MTB,NWSA,CMI,BRO,FRT,AIG,LNC,GILD,CERN,RTX,LIN,DXC,CMCSA,TTWO,JPM
2406,AMCR,ORLY,DHR,PAYX,CTLT,SBUX,PYPL,EXPE,PTC,MU,ABMD,CTAS,EXC,BIO,SBAC
2407,PSX,CTXS,ECL,ROL,TMUS,TYL,UDR,UDR,AKAM,ITW,TEL,HOLX,CRL,PPL,TDG
2408,ADM,PXD,BXP,MOS,NTAP,HOLX,WHR,RCL,MO,DUK,CTXS,AXP,AXP,TER,FFIV
2409,EW,EVRG,RF,EQIX,BMY,L,MKTX,ARE,MSCI,CF,MDT,TXN,UPS,PSA,CDW
2410,CHD,BFB,LHX,FE,DVN,WDC,HAS,EOG,PARA,FCX,LUV,IPG,SPGI,GPN,CNC
2411,EFX,KEYS,EMN,COF,PSX,KEYS,AON,CVS,WYNN,NFLX,BBY,BLK,TTWO,USD,NCLH
2412,GOOGL,CMI,FFIV,REGN,ALK,SIVB,SPGI,DXC,ISRG,PNR,BDX,PARA,VNO,SWK,CPT
2413,SYK,SJM,TDG,ORCL,DGX,VNO,CPB,CCL,L,DIS,INTU,CTLT,HOLX,AZO,ROST
2414,EXPD,ED,UNP,CDAY,K,PG,GPC,QRVO,VMC,RE,GPN,TSCO,TSLA,FDS,VMC
2415,IQV,WMT,TER,AAP,REGN,EXC,LUMN,AEP,BAX,TEL,AXP,PAYX,EQIX,ETN,STE
2416,FITB,GE,BA,USB,CBRE,VRSN,EXPE,HD,GNRC,TXT,ALLE,KEY,CI,BLL,EBAY
2417,PNC,JNPR,GL,DIS,SO,NDAQ,CME,DAL,ADM,NVR,SWK,NVR,GWW,EIX,BRO
2418,MTCH,EVRG,PENN,OGN,TGT,ABMD,DG,VRSN,CPT,ILMN,DIS,EQR,PTC,ADP,MDT
2419,ICE,DISH,UA,OMC,GL,MSI,BA,ENPH,MET,DLR,CMG,BSX,BIO,EXPE,FAST
2420,BSX,PG,FANG,SRE,AEE,EFX,DIS,WY,WM,COF,EXPD,ANET,ABBV,DXCM,TER
2421,KLAC,CNC,WY,EQR,AEP,STX,NOC,CINF,TEL,EXR,KLAC,RTX,NXPI,USD,WMT
2422,KLAC,NFLX,VRSN,VRTX,EXPD,BAC,AKAM,FOX,WBA,GL,AMAT,CDNS,ZBRA,T,DHI
2423,FOX,JNJ,APTV,APH,DXCM,WEC,ISRG,PKI,HBAN,NOW,PNR,GILD,COF,TSCO,XRAY
2424,BXP,HSY,AWK,FRT,EA,SNA,MSI,HUM,WY,EMR,GNRC,FISV,JBHT,PGR,LRCX
2425,BKNG,LH,CLX,EPAM,MTD,STE,FIS,BIIB,PFG,PAYC,BSX,MAS,PAYX,WBA,LIN
2426,XRAY,CTAS,DG,AAPL,APD,USB,GS,OGN,CTAS,INCY,CVX,IDXX,DRI,REGN,NXPI
2427,C,MSI,PCAR,SWKS,CTXS,TYL,ROL,C,XOM,FLT,ALB,IRM,COP,CMG,URI
2428,HOLX,K,NVDA,SNA,PCAR,VRTX,J,PFE,AEE,AES,DRI,HPQ,WRB,FRC,VTRS
2429,CDNS,VLO,K,CAT,PKI,GS,MO,XOM,ALK,MCD,LVS,AMT,EXPE,ABMD,WM
2430,XOM,AVGO,WEC,IP,CEG,GD,RSG,ORCL,KMB,AES,MTCH,CARR,MU,ROST,RSG
2431,EA,VFC,KIM,EIX,ECL,NXPI,DG,ATVI,ROST,CI,HST,CPT,LMT,ED,GPC
2432,F,HCA,WFC,UNH,IT,LIN,ROK,DFS,FANG,ICE,BSX,XTSLA,CHRW,MOS,CL
2433,USB,USD,CHTR,PYPL,XRAY,CL,MCD,ZTS,DRI,BK,AVY,ITW,XRAY,CPT,VMC
2434,IFF,NSC,EA,ZION,VTRS,PAYC,REG,LW,AVB,GLW,AMT,URI,ORCL,XRAY,NXPI
2435,ES,RF,TTWO,MAS,MLM,NTRS,CTLT,PSA,UHS,ABMD,EQR,AZO,MAS,HSY,AEE
2436,NFLX,GM,RHI,TT,KHC,PKG,SEE,EXPD,GPN,LUV,IR,AOS,ATO,ES,RSG
2437,HAL,BMY,CAG,TFX,PM,LH,WBD,ZBH,ITW,MAR,MA,ETSY,REG,DFS,SNA
2438,RCL,GIS,MTD,ROP,NWL,RTX,TJX,MOH,IR,CBOE,TWTR,EA,LNC,WM,FFIV
2439,ABMD,COO,BXP,GOOGL,LMT,ICE,DISH,RMD,DXC,MTB,TECH,OMC,TFC,CME,CFG
2440,EXPD,RE,GOOGL,NUE,WAT,SPG,BLL,CPB,EL,ANTM,SYK,RCL,PPG,PNR,CVX
2441,SNA,AES,STZ,UDR,CI,KMB,ZBH,BRO,JPM,LYV,GPC,CSCO,DE,SPGI,ALB
2442,IT,JBHT,DVA,IP,OGN,SNA,ROL,NOC,ROST,TFX,MSCI,MRK,EXC,DVN,CPT
2443,XYL,SWKS,JNPR,USB,FAST,ED,EL,SLB,BSX,RCL,AFL,AAP,CAH,WY,ADSK
2444,PH,NDSN,WAB,SRE,HSY,ZTS,ORLY,CFG,GWW,SBNY,DHR,TAP,DG,COST,DD
2445,TT,DRE,EOG,NVDA,PAYX,FLT,GM,ITW,IT,KIM,FIS,MAR,VRSN,AAPL,AVGO
2446,DRE,ROK,WTW,LYB,AOS,ALB,CBOE,FRC,MKTX,MDLZ,PFE,DPZ,SCHW,UAL,PWR
2447,AIG,UNP,LMT,SBNY,AVB,DE,WRK,AWK,CLX,ALGN,FISV,TXN,INTU,AME,UAL
2448,LNC,NLOK,NKE,TECH,LIN,EA,ATO,EVRG,NOC,FFIV,RCL,WBA,TFX,HON,DHR
2449,STZ,IRM,SLB,TSLA,T,GPN,FDX,TDG,RMD,PEG,TMUS,FMC,BDX,CDW,MPWR
2450,MS,ALB,TDG,BWA,ABMD,TMO,ORLY,PYPL,DVN,IDXX,ES,CFG,CDAY,TXT,AMCR
2451,GLW,AVGO,IFF,LNC,GOOG,UNH,PSA,FMC,IVZ,MOH,UA,LEN,PFE,EVRG,RJF
2452,BBY,SNA,DVA,PGR,SYK,WTW,TT,IEX,HES,CB,WDC,EXR,APD,PNR,WY
2453,CDNS,AAP,FDX,MSCI,MPC,NXPI,PXD,PTC,AVY,FDX,GWW,AKAM,AAPL,FMC,SBUX
2454,ULTA,IFF,EXC,VZ,VRSN,UAL,FBHS,NKE,O,DXC,EOG,BRO,HLT,TER,GILD
2455,NFLX,OKE,VZ,V,MNST,PNC,LLY,AEP,FFIV,HST,PEP,WM,ATO,OTIS,CBOE
2456,BKR,PNR,ANTM,CTRA,MAR,IBM,CMA,SWK,CPB,STT,MOH,CCI,DG,EW,MPWR
2457,AMD,SO,IQV,COO,USB,DHR,MPWR,TDG,FRC,SEDG,NI,STX,EOG,HUM,GE
2458,PEG,WBA,FFIV,AKAM,ARE,ZBRA,MS,GPC,PFG,CTAS,BRKB,CE,PGR,EMN,PPL
2459,BEN,LOW,COO,CDW,AOS,FISV,USB,BK,TSN,COP,PCAR,RMD,BFB,A,MO
2460,JCI,ABMD,WELL,GWW,ILMN,TSCO,KMI,MA,TPR,DG,ANTM,NEE,DAL,VTRS,BIIB
2461,PAYX,PKI,UHS,UAA,TGT,PAYC,PEG,MDLZ,EXPE,OMC,EW,KMB,TMO,PNR,DHI
2462,DOV,HPE,FFIV,MTD,PNW,V,TXN,LNC,DTE,APH,EBAY,KMI,FFIV,NLOK,TWTR
2463,HAL,SYF,EXR,PXD,SEE,HST,PCAR,EQR,PRU,RF,TXT,SWKS,ZTS,UHS,AMGN
2464,CARR,STX,AWK,ADI,DOV,INTU,EW,MCHP,MCD,CMCSA,DXC,LKQ,MDLZ,DUK,NFLX
2465,ANSS,JKHY,FISV,CF,NLSN,ABBV,ES,DGX,REG,CINF,XRAY,TSCO,WMB,ANET,ALGN
2466,MCK,ALLE,CAH,COO,PG,PFE,BEN,SYF,PPL,PXD,AAP,LUMN,HSIC,GOOGL,UNP
2467,BMY,IRM,PAYX,ATVI,BA,COP,DD,BFB,MRO,NWS,MSFT,ILMN,AMT,BLL,CDW
2468,ALLE,OGN,UBFUT,AMZN,NRG,MKC,AMT,GL,DOW,VFC,TSLA,AIZ,USD,OGN,HIG
2469,PCAR,IDXX,PTC,LOW,VMC,CNC,AAL,PEAK,BKNG,CME,LEN,FOXA,TWTR,ACN,YUM
2470,EQIX,ARE,ABMD,ZION,APTV,BSX,IDXX,ALK,CTXS,AMZN,DLR,DHI,WBD,HPE,VRSN
